BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RCEPT_BGNDE,GNRL_RCEPT_ENDDE,HMPG_ADRES,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
교보자산신탁(주),2021-12-01,2021-12-01,,,http://www.전주모아미래도.com,2021910142,전주 모아미래도바울루체,04,무순위/잔여세대,전라북도 전주시 덕진구 기린대로 342(금암동),54924,0632212005,202312,2021910142,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910142&pblancNo=2021910142,2021-11-23,2021-11-12,,,2021-11-17,2021-11-18,22
케이비부동산신탁(주),2021-11-30,2021-11-30,,,http://여수오션테라스.com,2021910140,여수 소호동 금호어울림 오션테라스,04,무순위/잔여세대,전라남도 여수시 소호로 271(소호동),59670,0616920600,202305,2021910140,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910140&pblancNo=2021910140,2021-11-22,2021-11-12,,,2021-11-17,2021-11-17,1
대신자산신탁(주),2021-12-02,2021-12-02,,,http://시청역동원시티비스타.com,2021910139,시청역 동원시티비스타,04,무순위/잔여세대,부산광역시 연제구 연산동 1360-13번지 일원,47542,0518631300,202309,2021910139,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910139&pblancNo=2021910139,2021-11-25,2021-11-15,,,2021-11-22,2021-11-22,2
우리자산신탁 주식회사,2021-12-02,2021-12-02,,,http://sslake.iusell.co.kr,2021910143,수성레이크 우방아이유쉘,04,무순위/잔여세대,대구광역시 수성구 파동 68-7번지 일원,42227,15662990,202403,2021910143,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910143&pblancNo=2021910143,2021-11-25,2021-11-15,,,2021-11-22,2021-11-22,26
신림 스카이 아파트,2021-12-14,2021-12-15,,,,2021910144,신림스카이아파트,04,무순위/잔여세대,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",08845,028779273,202112,2021910144,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910144&pblancNo=2021910144,2021-12-03,2021-11-23,,,2021-11-30,2021-11-30,18
주식회사 약수,2021-12-09,2021-12-09,,,,2021910149,의정부역 리버카운티아파트,04,무순위/잔여세대,"경기도 의정부시 호국로1346번길 12(의정부동, 리버카운티)",11693,18779881,202112,2021910149,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910149&pblancNo=2021910149,2021-12-02,2021-11-23,,,2021-11-29,2021-11-29,15
(주)금강주택,2021-12-09,2021-12-09,,,,2021910141,신내역 금강펜테리움 센트럴파크 무순위(사후),04,무순위/잔여세대,"서울특별시 중랑구 용마산로136길 160(망우동, 신내역 금강펜테리움 센트럴파크)",02057,0234687358,202112,2021910141,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910141&pblancNo=2021910141,2021-12-02,2021-11-23,,,2021-11-29,2021-11-29,13
주식회사 제이원시티,2021-12-09,2021-12-09,,,http://namgu-jinariche.com,2021910145,남구 진아리채 리센츠,04,무순위/잔여세대,광주광역시 남구 월산동 36-8번지 일원,61627,0623731413,202408,2021910145,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910145&pblancNo=2021910145,2021-12-02,2021-11-23,,,2021-11-29,2021-11-29,125
우리자산신탁 주식회사,2021-12-09,2021-12-09,,,http://www.더샵광양베이센트.com/,2021910148,더샵 광양베이센트,04,무순위/잔여세대,전라남도 광양시 황금동 552-2,57770,18551330,202406,2021910148,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910148&pblancNo=2021910148,2021-12-02,2021-11-24,,,2021-11-29,2021-11-29,14
거제동 가로주택정비사업조합,2021-12-14,2021-12-14,,,http://misozium-thefirst.com,2021910147,거제 미소지움 더퍼스트,04,무순위/잔여세대,부산광역시 연제구 거제대로281번길 3(거제동),47512,18111903,202406,2021910147,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910147&pblancNo=2021910147,2021-12-07,2021-11-26,,,2021-12-01,2021-12-01,14
코리아신탁(주),2021-12-17,2021-12-17,,,http://www.에비뉴청계.com,2021910152,에비뉴 청계 I,04,무순위/잔여세대,서울특별시 종로구 숭인동 1419-2,03116,15444461,202304,2021910152,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910152&pblancNo=2021910152,2021-12-09,2021-11-29,,,2021-12-06,2021-12-06,5
만강A.P.T(천상환),2021-12-16,2021-12-16,,,https://blog.naver.com/wise4474,2021910151,만강아파트,04,무순위/잔여세대,경기도 수원시 팔달구 정조로715번길 29 (매교동),16465,0312953885,202201,2021910151,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910151&pblancNo=2021910151,2021-12-09,2021-11-30,,,2021-12-06,2021-12-06,6
아시아신탁주식회사,2021-12-16,2021-12-16,,,http://www.신진주역세권데시앙.com,2021910154,신진주역세권 데시앙,04,무순위/잔여세대,경상남도 진주시 가좌동 2092,52860,15330711,202405,2021910154,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910154&pblancNo=2021910154,2021-12-09,2021-12-01,,,2021-12-06,2021-12-06,88
현대백조타운 주택재건축정비사업조합,2021-12-16,2021-12-16,,,https://ds-sk.co.kr/,2021910153,달서 SK VIEW,04,무순위/잔여세대,"대구광역시 달서구 와룡로15길 86(본리동, 현대백조타운)",42692,0535558500,202406,2021910153,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910153&pblancNo=2021910153,2021-12-09,2021-12-01,,,2021-12-06,2021-12-06,20
신영부동산신탁 주식회사,2021-12-18,2021-12-19,,,https://www.송도대경스위트리아파크뷰.com,2021910146,송도 대경스위트리아 파크뷰,04,무순위/잔여세대,"인천광역시 연수구 송도동21-34, 35번지",22000,0328326665,202201,2021910146,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910146&pblancNo=2021910146,2021-12-10,2021-12-01,,,2021-12-07,2021-12-07,9
신영부동산신탁 주식회사,2021-12-17,2021-12-17,,,http://www.송도센트럴파크리버리치.com,2021910155,송도 센트럴파크 리버리치,04,무순위/잔여세대,인천광역시 연수구 송도동 22-12 외 2필지,22003,0328510102,202310,2021910155,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910155&pblancNo=2021910155,2021-12-10,2021-12-02,,,2021-12-07,2021-12-07,50
교보자산신탁(주),2021-12-17,2021-12-17,,,http://www.first-elcru.co.kr,2021910156,동두천중앙역 엘크루 더퍼스트,04,무순위/잔여세대,경기도 동두천시 생연동 592-2번지 일대,11328,18991707,202311,2021910156,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910156&pblancNo=2021910156,2021-12-10,2021-12-02,,,2021-12-07,2021-12-07,101
코리아신탁(주),2021-12-17,2021-12-17,,,http://www.vtstyle.co.kr,2021910150,브이티스타일,04,무순위/잔여세대,"서울특별시 동대문구 장한로28가길 17 (장안동, VT Style)",02523,18998970,202112,2021910150,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910150&pblancNo=2021910150,2021-12-10,2021-12-02,,,2021-12-07,2021-12-07,17
신영부동산신탁 주식회사,2021-12-16,2021-12-16,,,http://www.남천세원수.com,2021910157,남천 세원 수,04,무순위/잔여세대,부산광역시 수영구 남천동 55-20,48313,18995408,202112,2021910157,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910157&pblancNo=2021910157,2021-12-13,2021-12-03,,,2021-12-08,2021-12-08,5
에이치밸리움,2021-12-23,2021-12-23,,,http://h밸리움.com,2021910159,심곡본동 한울에이치밸리움 디그니어스,04,무순위/잔여세대,경기도 부천시 심곡본동 660-2,14712,0326110110,202207,2021910159,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910159&pblancNo=2021910159,2021-12-16,2021-12-06,,,2021-12-13,2021-12-13,4
새길지구주택재건축정비사업조합,2021-12-24,2021-12-24,,,http://www.hillstate.co.kr/s/#apsan_central,2021910163,힐스테이트 앞산 센트럴,04,무순위/잔여세대,대구광역시 남구 대덕로 166-4(봉덕동),42510,0534750345,202405,2021910163,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910163&pblancNo=2021910163,2021-12-17,2021-12-09,,,2021-12-14,2021-12-14,79
우리자산신탁 주식회사,2021-12-27,2021-12-27,,,http://gj-ubora.com,2021910161,거제 반도유보라,04,무순위/잔여세대,경상남도 거제시 옥포동 238-2번지 일원,53227,0556822232,202401,2021910161,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910161&pblancNo=2021910161,2021-12-21,2021-12-10,,,2021-12-15,2021-12-15,10
오치동979의1번지 일원 가로주택정비사업조합,2021-12-27,2021-12-27,,,http://www.ochi-gwangshin.com ,2021910160,오치동 광신프로그레스,04,무순위/잔여세대,광주광역시 북구 오치동 979-1번지 일원,61130,0622683800,202308,2021910160,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910160&pblancNo=2021910160,2021-12-20,2021-12-10,,,2021-12-15,2021-12-15,17
주식회사 약수,2021-12-30,2021-12-30,,,,2021910166,"리버카운티아파트(의정부시 거주, 무주택세대구성원 대상)",04,무순위/잔여세대,"경기도 의정부시 호국로1346번길 12(의정부동, 리버카운티)",11693,18779881,202112,2021910166,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910166&pblancNo=2021910166,2021-12-23,2021-12-15,,,2021-12-20,2021-12-20,13
남양종합개발(주),2021-12-30,2021-12-30,,,http://www.dongwonapt.co.kr/mudong1/,2021910164,창원 무동 동원로얄듀크,04,무순위/잔여세대,경상남도 창원시 의창구 북면 무동리 무동지구 14블록(북면 무동리 일반121-1),51106,18993691,202312,2021910164,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910164&pblancNo=2021910164,2021-12-23,2021-12-15,,,2021-12-20,2021-12-20,29
아시아신탁주식회사,2021-12-31,2021-12-31,,,,2021910158,동래 다솜시티,04,무순위/잔여세대,부산광역시 동래구 명륜로98번길 29(수안동),47814,0517465747,202112,2021910158,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910158&pblancNo=2021910158,2021-12-24,2021-12-16,,,2021-12-21,2021-12-21,30
금촌역신일해피트리지역주택조합,2021-12-30,2021-12-30,,,http://금촌역신일더루츠.com,2021910165,금촌역 신일해피트리 더루츠,04,무순위/잔여세대,경기도 파주시 금촌동 329-12외 24필지,10929,0319434734,202403,2021910165,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910165&pblancNo=2021910165,2021-12-24,2021-12-16,,,2021-12-21,2021-12-21,90
(주)대우건설,2021-12-31,2022-01-01,,,https://www.prugio.com/house/2018/chuncheoncentral,2021910162,춘천　센트럴타워　푸르지오,04,무순위/잔여세대,강원도 춘천시 온의동 575번지,24431,18111606,202203,2021910162,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910162&pblancNo=2021910162,2021-12-24,2021-12-16,,,2021-12-21,2021-12-21,20
주식회사 제이원시티,2022-01-03,2022-01-03,,,http://namgu-jinariche.com,2021910167,남구 진아리채 리센츠,04,무순위/잔여세대,광주광역시 남구 월산동 36-8번지 일원,61627,0623731413,202408,2021910167,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910167&pblancNo=2021910167,2021-12-27,2021-12-17,,,2021-12-22,2021-12-22,90
인정프린스아파트주택재건축정비사업조합,2022-01-06,2022-01-06,,,http://반월역두산위브더센트럴.com,2021910169,반월역 두산위브 더 센트럴,04,무순위/잔여세대,경기도 안산시 상록구 건건동 894-10번지,15521,15333367,202503,2021910169,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910169&pblancNo=2021910169,2021-12-31,2021-12-20,,,2021-12-28,2021-12-28,1
만강A.P.T(천상환),2022-01-10,2022-01-10,,,https://blog.naver.com/wise4474,2021910168,만강아파트,04,무순위/잔여세대,경기도 수원시 팔달구 정조로715번길 29 (매교동),16465,0312953885,202203,2021910168,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910168&pblancNo=2021910168,2021-12-31,2021-12-20,,,2021-12-28,2021-12-28,3
(주)길성종합건설,2022-01-07,2022-01-07,,,http://www.원종길성그랑프리텔.kr,2021910170,부천 원종 길성그랑프리텔,04,무순위/잔여세대,"경기도 부천시 소사로748번길 29(원종동, 길성그랑프리텔)",14424,0326716788,202201,2021910170,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910170&pblancNo=2021910170,2021-12-31,2021-12-21,,,2021-12-27,2021-12-28,19
현대백조타운 주택재건축정비사업조합,2022-01-06,2022-01-06,,,https://ds-sk.co.kr/,2021910172,달서 SK VIEW,04,무순위/잔여세대,"대구광역시 달서구 와룡로15길 86(본리동, 현대백조타운)",42692,0535558500,202406,2021910172,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910172&pblancNo=2021910172,2021-12-30,2021-12-22,,,2021-12-27,2021-12-27,16
센트럴운암 주식회사,2022-01-06,2022-01-06,,,http://unam.moaelgaa.co.kr,2021910173,센트럴운암 모아엘가 트레뷰,04,무순위/잔여세대,광주광역시 북구 운암동 65-6번지 일원,61100,0623821002,202502,2021910173,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910173&pblancNo=2021910173,2021-12-30,2021-12-22,,,2021-12-27,2021-12-27,1
신영부동산신탁 주식회사,2022-01-07,2022-01-07,,,http://www.송도센트럴파크리버리치.com,2021910174,송도 센트럴파크 리버리치,04,무순위/잔여세대,인천광역시 연수구 송도동 22-12 외 2필지,22003,0328510102,202310,2021910174,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910174&pblancNo=2021910174,2021-12-31,2021-12-23,,,2021-12-28,2021-12-28,38
교보자산신탁(주),2022-01-10,2022-01-10,,,http://www.kihae.co.kr,2021910171,구서역 포르투나,04,무순위/잔여세대,부산광역시 금정구 구서동 415-12번지,46243,0517173933,202205,2021910171,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910171&pblancNo=2021910171,2022-01-03,2021-12-24,,,2021-12-29,2021-12-29,134
대우연립주택재건축정비사업조합,2022-01-13,2022-01-13,,,http://buksuwon-haustory.com,2021910175,북수원 하우스토리,04,무순위/잔여세대,경기도 수원시 장안구 파장동 430-3 외 6필지,16348,15446050,202301,2021910175,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910175&pblancNo=2021910175,2022-01-06,2021-12-29,,,2022-01-03,2022-01-03,20
(주)하나자산신탁,2022-01-13,2022-01-13,,,http://db-seohanedaum.com/,2021910180,대봉 서한이다음,04,무순위/잔여세대,대구광역시 중구 명륜로22안길 23(대봉동),41962,0533224700,202410,2021910180,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910180&pblancNo=2021910180,2022-01-06,2021-12-29,,,2022-01-03,2022-01-03,173
새길지구주택재건축정비사업조합,2022-01-13,2022-01-13,,,http://www.hillstate.co.kr/s/#apsan_central,2021910179,힐스테이트 앞산 센트럴,04,무순위/잔여세대,대구광역시 남구 대덕로 166-4(봉덕동),42510,0534750345,202405,2021910179,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910179&pblancNo=2021910179,2022-01-06,2021-12-29,,,2022-01-03,2022-01-03,6
신림 스카이 아파트,2022-01-18,2022-01-19,,,,2021910176,신림스카이아파트,04,무순위/잔여세대,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",08845,028779273,202201,2021910176,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910176&pblancNo=2021910176,2022-01-07,2021-12-30,,,2022-01-04,2022-01-04,14
에이치밸리움,2022-01-14,2022-01-14,,,http://h밸리움.com,2021910177,심곡본동 한울에이치밸리움 디그니어스,04,무순위/잔여세대,경기도 부천시 심곡본동 660-2,14712,0326110110,202207,2021910177,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910177&pblancNo=2021910177,2022-01-07,2021-12-30,,,2022-01-04,2022-01-04,1
(주)남악오룡42피에프브이,2022-01-17,2022-01-17,,,http://hillstate-hec.co.kr/oryong,2021910181,힐스테이트 오룡 42블록,04,무순위/잔여세대,전라남도 무안군 오룡지구 42블록,58577,18110717,202405,2021910181,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910181&pblancNo=2021910181,2022-01-10,2021-12-31,,,2022-01-05,2022-01-05,49
신영부동산신탁 주식회사,2022-01-13,2022-01-13,,,http://www.남천세원수.com,2021910185,남천 세원 수,04,무순위/잔여세대,부산광역시 수영구 남천동 55-20,48313,18995408,202202,2021910185,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910185&pblancNo=2021910185,2022-01-10,2021-12-31,,,2022-01-05,2022-01-05,3
주식회사 남악오룡피에프브이,2022-01-18,2022-01-18,,,http://hillstate-hec.co.kr/oryong,2021910182,힐스테이트 오룡 45블록,04,무순위/잔여세대,전라남도 무안군 오룡지구 45블록,58577,18110717,202405,2021910182,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910182&pblancNo=2021910182,2022-01-10,2021-12-31,,,2022-01-05,2022-01-05,60
코리아신탁(주),2022-01-20,2022-01-20,,,http://www.에비뉴청계.com,2021910186,에비뉴 청계 I,04,무순위/잔여세대,서울특별시 종로구 숭인동 1419-2,03116,15444461,202304,2021910186,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910186&pblancNo=2021910186,2022-01-13,2022-01-03,,,2022-01-10,2022-01-10,3
주식회사 약수,2022-01-20,2022-01-20,,,https://rivercounty.modoo.at,2021910188,"리버카운티(5회차,의정부시거주,무주택세대구성원대상)",04,무순위/잔여세대,"경기도 의정부시 호국로1346번길 12(의정부동, 리버카운티)",11693,18779881,202202,2021910188,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910188&pblancNo=2021910188,2022-01-13,2022-01-04,,,2022-01-10,2022-01-10,2
케이비부동산신탁(주),2022-01-20,2022-01-20,,,http://djcielio-switzen.com/,2021910187,대전 씨엘리오 스위첸,04,무순위/잔여세대,대전광역시 서구 용문동 593-11번지 외 6필지,35300,15669330,202507,2021910187,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910187&pblancNo=2021910187,2022-01-14,2022-01-05,,,2022-01-10,2022-01-10,36
코리아신탁(주),2022-01-21,2022-01-21,,,,2021910178,브이티스타일,04,무순위/잔여세대,"서울특별시 동대문구 장한로28가길 17 (장안동, VT Style)",02523,18998970,202201,2021910178,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910178&pblancNo=2021910178,2022-01-14,2022-01-06,,,2022-01-11,2022-01-11,16
오치동979의1번지 일원 가로주택정비사업조합,2022-01-24,2022-01-24,,,http://www.ochi-gwangshin.com ,2022910003,오치동 광신프로그레스,04,무순위/잔여세대,광주광역시 북구 오치동 979-1번지 일원,61130,0622683800,202308,2022910003,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910003&pblancNo=2022910003,2022-01-17,2022-01-07,,,2022-01-12,2022-01-12,8
아시아신탁주식회사,2022-01-24,2022-01-24,,,,2022910002,빌리브 라디체,04,무순위/잔여세대,대구광역시 달서구 본동 760번지 일원,42733,16709799,202506,2022910002,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910002&pblancNo=2022910002,2022-01-17,2022-01-07,,,2022-01-12,2022-01-12,1
교보자산신탁(주),2022-01-27,2022-01-27,,,http://www.이안더센트로.com,2022910005,이안 더 센트로 의정부,04,무순위/잔여세대,경기도 의정부시 의정부동 146-5 일원,11694,0318532001,202312,2022910005,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910005&pblancNo=2022910005,2022-01-20,2022-01-10,,,2022-01-17,2022-01-17,8
대신주택,2022-01-27,2022-01-27,,,http://www.이안더메트로.com,2022910004,이안 더 메트로(사후3차),04,무순위/잔여세대,경기도 의정부시 의정부동 208-2번지 일원,11691,0318532001,202201,2022910004,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910004&pblancNo=2022910004,2022-01-21,2022-01-10,,,2022-01-17,2022-01-17,1
삼정건설(주),2022-01-26,2022-01-27,,,http://www.사하삼정그린코아더시티.com,2022910007,사하 삼정그린코아 더시티,04,무순위/잔여세대,부산광역시 사하구 하단동 510-27번지,49325,0512015670,202501,2022910007,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910007&pblancNo=2022910007,2022-01-20,2022-01-11,,,2022-01-17,2022-01-17,122
교보자산신탁(주),2022-02-03,2022-02-03,,,https://xi.co.kr/objet,2021910184,오포자이 오브제 C-1BL,04,무순위/잔여세대,경기도 광주시 오포읍 고산리 484-5번지 일원 (고산2지구 C-1블록),12790,16440150,202408,2021910184,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910184&pblancNo=2021910184,2022-01-21,2022-01-12,,,2022-01-17,2022-01-17,2
달자03지구주택재개발정비사업조합,2022-01-27,2022-01-27,,,http://www.dr-sclass.com/,2022910009,두류 중흥S-클래스 센텀포레,04,무순위/잔여세대,대구광역시 달서구 두류동 819번지 일원,42733,16000699,202412,2022910009,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910009&pblancNo=2022910009,2022-01-20,2022-01-12,,,2022-01-17,2022-01-17,9
교보자산신탁(주),2022-02-03,2022-02-03,,,http://op-xi.co.kr,2021910183,오포자이 디 오브 C-4BL,04,무순위/잔여세대,경기도 광주시 오포읍 고산리 437-6번지 일원 (고산2지구 C-4블록),12790,16440150,202402,2021910183,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910183&pblancNo=2021910183,2022-01-20,2022-01-12,,,2022-01-17,2022-01-17,1
코리아신탁(주),2022-01-27,2022-01-27,,,https://www.dongwonapt.co.kr/songsan,2022910011,화성 송산 동원로얄듀크 파크,04,무순위/잔여세대,경기도 화성시 송산동 202-66외 22필지,18356,18118222,202402,2022910011,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910011&pblancNo=2022910011,2022-01-20,2022-01-12,,,2022-01-17,2022-01-17,1
아시아신탁주식회사,2022-01-27,2022-01-27,,,https://www.prugio.com/hb/2021/dongdaegu/web/main/main.asp,2022910008,동대구 푸르지오 브리센트,04,무순위/잔여세대,대구광역시 동구 효목동 430-4,41237,18001770,202407,2022910008,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910008&pblancNo=2022910008,2022-01-20,2022-01-12,,,2022-01-17,2022-01-17,230
천안주공4단지 주택재건축정비사업조합,2022-01-28,2022-01-28,,,http://www.천안극동스타클래스.com,2022910010,천안 극동스타클래스 더퍼스트,04,무순위/잔여세대,충청남도 천안시 동남구 다가동 30번지 일원,31188,0415551225,202407,2022910010,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910010&pblancNo=2022910010,2022-01-21,2022-01-12,,,2022-01-17,2022-01-17,157
만강A.P.T(천상환),2022-01-27,2022-01-27,,,https://blog.naver.com/wise4474,2022910001,만강아파트,04,무순위/잔여세대,경기도 수원시 팔달구 정조로715번길 29 (매교동),16465,0312953885,202203,2022910001,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910001&pblancNo=2022910001,2022-01-20,2022-01-12,,,2022-01-17,2022-01-17,2
신영부동산신탁 주식회사,2022-01-28,2022-01-28,,,http://www.송도센트럴파크리버리치.com,2022910012,송도 센트럴파크 리버리치,04,무순위/잔여세대,인천광역시 연수구 송도동 22-12 외 2필지,22003,0328510102,202310,2022910012,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910012&pblancNo=2022910012,2022-01-21,2022-01-13,,,2022-01-18,2022-01-18,33
교보자산신탁(주),2022-02-03,2022-02-03,,,http://www.kihae.co.kr,2022910013,구서역 포르투나,04,무순위/잔여세대,부산광역시 금정구 구서동 415-12번지,46243,0517173933,202205,2022910013,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910013&pblancNo=2022910013,2022-01-24,2022-01-14,,,2022-01-19,2022-01-19,1
(주)길성종합건설,2022-02-05,2022-02-07,,,http://www.원종길성그랑프리텔.kr,2022910014,부천 원종 길성그랑프리텔,04,무순위/잔여세대,"경기도 부천시 소사로748번길 29(원종동, 길성그랑프리텔)",14424,0326716788,202202,2022910014,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910014&pblancNo=2022910014,2022-01-27,2022-01-18,,,2022-01-24,2022-01-24,17
아시아신탁주식회사,2022-02-03,2022-02-03,,,http://www.bongseon-utop.com,2022910017,봉선 유탑메트로시티,04,무순위/잔여세대,"광주광역시 남구 봉선로25번길 6(봉선동, 창우 연립)",61692,0623853737,202404,2022910017,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2022910017&pblancNo=2022910017,2022-01-27,2022-01-19,,,2022-01-24,2022-01-24,58
